fid,FUNCION_PR,SUBCATEGOR,ESTABLECIM,FUNCION_SE,PROGRAMACI,SUCURSAL,SALA,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,LATITUD,LONGITUD,TELEFONO,MAIL,WEB,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_C,OTRAS_REDE,CAPACIDAD_
2470,BAR,NOTABLE,CAFE DE LA ESQUINA,,,,,DEL LIBERTADOR AV. 6169,DEL LIBERTADOR AV.,6169,BELGRANO,COMUNA 13,-34.555183900000003,-58.448814400000003,4782-9038,ELCAFEDELAESQUINA@YAHOO.COM.AR,WWW.ELCAFEDELAESQUINA.COM.AR,,,,,,,,,0
2471,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - FUNDACION PARA LA LUCHA CONTRA LAS ENFERMEDADES NEUROLOGICAS DE LA INFANCIA (FLENI). INSTITUTO DE INVESTIGACIONES NEUROLOGICAS RAUL CARREA . DEPARTAMENTO DE DOCENCIA E INVESTIGACION,,,,,MONTAÑESES 2325,MONTAÑESES,2325,BELGRANO,COMUNA 13,-34.555169379302420,-58.450772062950762,5777-3200 INT. 3964,BIBLIOTECA@FLENI.ORG.AR,WWW.FLENI.ORG.AR/WEB/INVESTIGACION_BIBLIOTECA.PHP?IDIOMA=ES,,,,CAICYT,RENICS,,,,0
2472,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA TORCUATO DI TELLA,,,,,MIÑONES 2159,MIÑONES,2159,BELGRANO,COMUNA 13,-34.554791932653103,-58.445977777550993,4784-0080/84 INT. 126 FAX: 4784-5872,"LIBRARY@UTDTAR.EDU.AR, RPEREYRA@UTDT.EDU",WWW.UTDT.EDU//VER_CONTENIDO.PHP?ID_CONTENIDO=1496&ID_ITEM_MENU=3156,,,,RENDIAP,UNIRED,,,,0
2473,ESPACIO DE FORMACION,,"ESCUELA DE DANZAS ""REINA REECH""",,,,,MENDOZA 2032,MENDOZA,2032,BELGRANO,COMUNA 13,-34.559121099999999,-58.454115100000003,,CARRERA@DANZASREINAREECH.COM.AR,WWW.DANZASREINAREECH.COM.AR,,,,,,,,,0
2474,ESPACIO DE EXHIBICION,MUSEO,"MUSEO ""CASA DE YRURTIA""",,,,,O'HIGGINS 2390,O'HIGGINS,2390,BELGRANO,COMUNA 13,-34.557202599999997,-58.455287499999997,4781-0385,INFO@MUSEOCASADEYRURTIA.GOV.AR,WWW.MUSEOCASADEYRURTIA.GOB.AR,,,,,,,,,0
2475,SALA DE CINE,,SHOWCASE,,,,,MONROE 1655,MONROE,1655,BELGRANO,COMUNA 13,-34.554050500000002,-58.452905100000002,47883322,RFARIAS@NAIARG.COM.AR,WWW.TODOSHOWCASE.COM,https://www.facebook.com/cinesshowcase/,https://www.instagram.com/cinesshowcase/,,,,,,,2082
2476,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA - GERENCIA MEDICO CIENTIFICA,,,,,MONROE 1378,MONROE,1378,BELGRANO,COMUNA 13,-34.552175675800946,-58.449504537143589,(011) 4784-0071. 77 Int. 289,INFOSCHERING@COM.AR,,,,,CAICYT,,,,,0
2477,MONUMENTOS Y LUGARES HISTORICOS,,INSTITUTO NACIONAL DE REHABILITACION DEL LISIADO,,,,,BLANCO ENCALADA 1031,BLANCO ENCALADA,,BELGRANO,COMUNA 13,-34.550669999999997,-58.445000000000000,,,,,,,,,,,,0
2478,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA TORCUATO DI TELLA,,,,,"SAENZ VALIENTE, JUAN PABLO 1010","SAENZ VALIENTE, JUAN PABLO",1010,BELGRANO,COMUNA 13,-34.548160380201978,-58.447544886390808,5169 7121 - FAX: 5169 7144,BIBLIOTECA@UTDT.EDU,WWW.UTDT.EDU//VER_CONTENIDO.PHP?ID_CONTENIDO=1496&ID_ITEM_MENU=3156,,,,VITRUVIO,,,,,0
2479,ESPACIO DE EXHIBICION,MUSEO,MUSEO RIVER PLATE,,,,,"FIGUEROA ALCORTA, PRES. AV. 7597","FIGUEROA ALCORTA, PRES. AV.",7597,BELGRANO,COMUNA 13,-34.546688929668420,-58.449444343257717,4789-1156,,http://www.cariverplate.com.ar/museo-river,https://www.facebook.com/MuseoRiverPlate,@MuseoRiver,,,,,,,0
2480,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - CONICET - UNIDAD DE MICROANALISIS Y METODOS FISICOS EN QUIMICA ORGANICA,,,,,INTENDENTE GÜIRALDES 2160,INTENDENTE GÜIRALDES,2160,BELGRANO,COMUNA 13,-34.541851978267623,-58.441974723782799,(011) 4576-3385,UMYMFOR@UMY.FCEN.UBA.ARIGROS@QO.FCEN.UBA.AR,HTTP://WWW.UMYMFOR.FCEN.UBA.AR/,,,,CAICYT,,,,,0
2481,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRAL CICLO BASICO COMUN .UNIVERSIDAD DE BUENOS AIRES,,,,,INTENDENTE GÜIRALDES 2160,INTENDENTE GÜIRALDES,2160,BELGRANO,COMUNA 13,-34.541477454120766,-58.443204803392312,4789-6084 Fax: 4789-6097/6098,BIBLIOTECA@CBC.UBA.AR,WWW.CBC.UBA.AR/DAT/ALUMNOS/BIBLIO02.HTML,,,,SISBI,,,,,0
2482,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA Y CENTRO DE DOCUMENTACION FACULTAD DE ARQUITECTURA DISENO Y URBANISMO,,,,,INTENDENTE GÜIRALDES 2160 2160,INTENDENTE GÜIRALDES 2160,2160,BELGRANO,COMUNA 13,-34.541316752186120,-58.443958846085280,(011) 4789-6295. 6296,BIBLIO@FADU.UBA.AR,HTTP://WWW.FADU.UBA.AR/BIBLIOTECA/,,,,CAICYT,,,,,0
2483,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,CIM (CENTRO DE INFORMACION METROPOLITANA),,,,,INTENDENTE GÜIRALDES 2160,INTENDENTE GÜIRALDES,2160,BELGRANO,COMUNA 13,-34.541272149857349,-58.444202510227704,4789 6293 - FAX: 4576 3208,CIMMAI@FADU.UBA.AR,WWW.FADU.UBA.AR/CIM/INDEX.HTM,,,,REDAR,,,,,0
2484,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,CEAUVI (CENTRO AUDIOVISUAL),,,,,INTENDENTE GÜIRALDES 2160 2160,INTENDENTE GÜIRALDES 2160,2160,BELGRANO,COMUNA 13,-34.541182945128000,-58.443579812974875,4789 6299/6300 FAX: 4576 3205,CEAUVI@FADU.UBA.AR,,,,,REDAR,,,,,0
2485,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ANDRES BLANQUI,,,,,INTENDENTE GÜIRALDES 2160,INTENDENTE GÜIRALDES,2160,BELGRANO,COMUNA 13,-34.541165220878653,-58.443868984213985,4789 6270 - FAX: 4576 3205,IAA@FADU.UBA.AR,WWW.FADU.UBA.AR/SITIOS/IAA/INDEX.HTML,,,,VITRUVIO,,,,,0
2486,CENTRO CULTURAL,,FELIZA CULTURA ARCOIRIS,"BAR, ESPACIO DE FORMACION, GALERIA DE ARTE",SI,,,CORDOBA AV. 3271,CORDOBA AV.,3271,RECOLETA,COMUNA 02,-34.597873100000001,-58.412844499999999,4822-0228 / 1552-1693,FELIZACULTURAARCOIRIS@GMAIL.COM,,https://www.facebook.com/felizarcoiris/,,www.instagram.com/felizarcoiris,MECA,,,,,300
2487,CENTRO CULTURAL,,CENTRO CULTURAL ATLANTIX,,,,,AGUERO 1215,AGUERO,1215,RECOLETA,COMUNA 02,-34.595486710448824,-58.409478005229460,4964-9234 / 6724-2570,INFO@ATLANTIX.COM.AR,,,,,,,,,,0
2488,ESPACIO DE FORMACION,,"ESCUELA DE FOTOGRAFIA CREATIVA ""ANDY GOLDSTEIN""",,,,,GALLO 1215,GALLO,1215,RECOLETA,COMUNA 02,-34.596086499999998,-58.411469199999999,,ESCUELA@ANDYGOLDSTEIN.EDU.AR,WWW.ANDYGOLDSTEIN.EDU.AR,,,,,,,,,0
2489,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO TALLER DEL ANGEL,ESPACIO DE FORMACION,SI,,,BRAVO. MARIO 1239,BRAVO. MARIO,1239,RECOLETA,COMUNA 02,-34.595204121618536,-58.414820699721055,4963-1571,TEATROTALLERDELANGEL@YAHOO.COM.AR,WWW.TALLERDELANGEL.COM.AR,WWW.FACEBOOK.COM/TEATRODELANGEL/,@TEATRODELANGEL,https://www.instagram.com/teatrotallerdelangel/,ARTEI,,,,,130
2490,BAR,NOTABLE,CAFE NOSTALGIA,,,,,SOLER 3599,SOLER,3599,RECOLETA,COMUNA 02,-34.594061187011853,-58.414386560382319,4963-0903,,,,,,,,,,,0
2491,LIBRERIA,,SBS LIBRERIA INTERNACIONAL,,,CORONEL DIAZ,,"DIAZ, CNEL. AV. 1747","DIAZ, CNEL. AV.",1747,RECOLETA,COMUNA 02,-34.591143099999996,-58.411774700000002,,,,,,,,,,,,0
2492,LIBRERIA,,LIBRERIA LEGENDA,,,,,CHARCAS 3279,CHARCAS,3279,RECOLETA,COMUNA 02,-34.591873976956194,-58.412108371209428,,,,,,,,,,,,0
2493,LIBRERIA,,KEHOT LIBROS & JUDAICA,,,,,"CABRERA, JOSE A. 3102","CABRERA, JOSE A.",3102,RECOLETA,COMUNA 02,-34.596988019999998,-58.410440160000000,,,,,,,,,,,,0
2494,CENTRO CULTURAL,,CASA CULTURAL DE ANIBAL TROILO MULTIESPACIO CULTURAL,,,,,CABRERA. JOSE A. 2937,CABRERA. JOSE A.,2937,RECOLETA,COMUNA 02,-34.596926900000000,-58.408056299999998,,,,,,,,,,,,80
2495,MONUMENTOS Y LUGARES HISTORICOS,,CONVENTO DE LAS CATALINAS - CONVENTO DE SANTA CATALINA DE SIENA,,,,,ANCHORENA. TOMAS MANUEL DE. DR. 901,ANCHORENA. TOMAS MANUEL DE. DR.,901,RECOLETA,COMUNA 02,-34.598039999999997,-58.408000000000001,,,,,,,,,,,,0
2496,ESPACIO DE EXHIBICION,MUSEO,MUSEO XUL SOLAR,,,,,LAPRIDA 1212,LAPRIDA,1212,RECOLETA,COMUNA 02,-34.594704299999997,-58.407806899999997,4824-3302,NFO@XULSOLAR.ORG.AR,HTTP://WWW.XULSOLAR.ORG.AR,,,,,,,,,0
2497,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA Y CENTRO DOCUMENTAL - ATENEO ARGENTINO DE ODONTOLOGIA,,,,,"ANCHORENA, TOMAS MANUEL DE, DR. 1176","ANCHORENA, TOMAS MANUEL DE, DR.",1176,RECOLETA,COMUNA 02,-34.595734471410680,-58.406937490319429,011- 4962-2727 FAX 4963-2705,BIBLIOTECA@ATENEO-ODONTOLOGIA.ORG.AR,WWW.ATENEO-ODONTOLOGIA.ORG.AR,,,,RENICS,,,,,0
2498,ESPACIO DE EXHIBICION,MUSEO,MUSEO HISTORICO GUILLERMO BERAZATEGUI,,,,,ECUADOR 1158,ECUADOR,1158,RECOLETA,COMUNA 02,-34.596603622920149,-58.404902301895120,,,,,,,,,,,,0
2499,ESPACIO DE FORMACION,,MORA GODOY TANGO EVENTOS,,,,,PUEYRREDON AV. 1090,PUEYRREDON AV.,1090,RECOLETA,COMUNA 02,-34.597667794731095,-58.403557190417381,4964-0254 / 4966-1225,INFO@MORAGODOY.COM,HTTP://MORAGODOY.COM,,,,,,,,,0
2500,LIBRERIA,,LIBRARIA SANTA FE,,,SANTA FE II,,SANTA FE AV. 2582,SANTA FE AV.,2582,RECOLETA,COMUNA 02,-34.594243319999997,-58.403375910000001,,,,,,,,,,,,0
2501,LIBRERIA,,ARGONAUTAS,,,,,SANTA FE AV. 2530,SANTA FE AV.,2530,RECOLETA,COMUNA 02,-34.594382823029207,-58.402872255873703,4826-5537,losargonautaslibros@hotmail.com,https://argonautas.com.ar,,,,,,,,,0
2502,LIBRERIA,,TURISTICA,,,,,PARAGUAY 2457,PARAGUAY,2457,RECOLETA,COMUNA 02,-34.597615380000001,-58.402747480000002,,,,,,,,,,,,0
2503,LIBRERIA,,LIBRERIA Y SANTERIA CATOLICA NUESTRA SEÑORA DEL CARMELO,,,,,"ALVEAR, MARCELO T. DE 2482","ALVEAR, MARCELO T. DE",2482,RECOLETA,COMUNA 02,-34.595972500000002,-58.402577399999998,054-011-49637593,santeriadelcarmelo@yahoo.com.ar,s/d,,,,,,,,,0
2504,LIBRERIA,,AARS LIBREROS,,,,,LARREA 938,LARREA,938,RECOLETA,COMUNA 02,-34.597214000000001,-58.401950300000003,,,,,,,,,,,,0
2505,LIBRERIA,,ENTRE LIBROS,,,SANTA FE,,SANTA FE AV. 2450,SANTA FE AV.,2450,RECOLETA,COMUNA 02,-34.594682586290766,-58.401783787180854,,,,,,,,,,,,0
2506,LIBRERIA,,LIBRARIA SANTA FE,,,SANTA FE I,,SANTA FE AV. 2376,SANTA FE AV.,2376,RECOLETA,COMUNA 02,-34.594972450000000,-58.400737399999997,,,,,,,,,,,,0
2507,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRAL HOSPITAL DE CLINICAS JOSE DE SAN MARTIN .UNIVERSIDAD DE BUENOS AIRES,,,,,CORDOBA AV. 2351,CORDOBA AV.,2351,RECOLETA,COMUNA 02,-34.599450713800628,-58.400640294775670,5950-8701/8702 Fax: 5950-8702,BIBLIOTECA@HOSPITALDECLINICAS.UBA.AR,WWW.HOSPITALDECLINICAS.UBA.AR/PROFESIONALES/BIBLIOTECA.PHP,,,,BIBLIOMED,SISBI,,,,0
2508,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,LABORATORIO DE INVESTIGACIONES SENSORIALES,,,,,CORDOBA AV. 2351,CORDOBA AV.,2351,RECOLETA,COMUNA 02,-34.599450713800628,-58.400640294775670,(011) 4950-9024,LIS@FMED.UBA.ARLIS@HOSPITALDECLINICAS.UBA.AR,HTTP://WWW.LIS.SECYT.GOV.AR,,,,CAICYT,,,,,0
2509,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CIPYP,,,,,CORDOBA AV. 2351,CORDOBA AV.,2351,RECOLETA,COMUNA 02,-34.599450713800628,-58.400640294775670,(011) 5950-8347,BATLLE@MAIL.RETINA.AR,HTTP://WWW.CIPYP.NETFIRMS.COM/,,,,CAICYT,,,,,0
2510,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - SOCIEDAD ARGENTINA DE CARDIOLOGIA,,,,,AZCUENAGA 984,AZCUENAGA,984,RECOLETA,COMUNA 02,-34.596986214991659,-58.400414312443637,(011) 4961-6027. 6028. 6029,BIBLIOTECA@SAC.ORG.AR,HTTP://WWW.SAC.ORG.AR,,,,CAICYT,,,,,0
2511,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - CENTRO DE INVESTIGACIONES ENDOCRINOLOGICAS -CEDIE-,,,,,GALLO 1330,GALLO,1330,RECOLETA,COMUNA 02,-34.594526098397289,-58.410729878326585,011 4963-5931 int. 140 FAX 4963-5930,BIBLIOTECA@CEDIE.ORG.AR CEDIE@CEDIE.ORG.AR,WWW.FEI.ORG.AR/FEI/PAG-05-06.HTML,,,,RENICS,,,,,0
2512,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DR. LAUREANO RIVAS MIGUEZ,,,,,GALLO 1330,GALLO,1330,RECOLETA,COMUNA 02,-34.594526098397289,-58.410729878326585,(011) 4963-7146 INT. 369 FAX (54.011) 4961-4609,BIBGUTI@YAHOO.COM.AR,WWW.GUTI.GOV.AR/BIBLIO/INICIO.HTM,,,,BIBLIOMED,RENICS,,,,0
2513,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - SEDE BARRIO NORTE,,,,,LARREA 1079,LARREA,1079,RECOLETA,COMUNA 02,-34.595037914367069,-58.401149913940827,5252-0435 int. 2330,,WWW.PALERMO.EDU/BIBLIOTECA/,,,,VITRUVIO,,,,,0
2514,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE CIRUGIA,,,,,"ALVEAR, MARCELO T. DE 2415","ALVEAR, MARCELO T. DE",2415,RECOLETA,COMUNA 02,-34.596185482434962,-58.401874700258247,4822-2905,INFO@AAC.ORG.AR,WWW.AAC.ORG.AR,,,,,,,,,0
2515,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA HEROES DE MALVINAS,,,,,PARAGUAY 2652,PARAGUAY,2652,RECOLETA,COMUNA 02,-34.597152538687816,-58.405867348019832,4508-3101,CSBFAA2@INFOVIA.COM.AR,WWW.MUTUALDELCIRCULO.COM.AR/BIBLIOTECA.HTML,,,,REBIFA,,,,,0
2516,ESPACIO ESCENICO,SALA DE TEATRO,DANDELION,,SI,,,"CORDOBA AV. 2429 1 ""D""",CORDOBA AV.,2429,RECOLETA,COMUNA 02,-34.599348200000001,-58.401464599999997,4961-3259,DANDELIONTEATRO@GMAIL.COM,,WWW.FACEBOOK.COM/TEATRODANDELION/?FREF=MENTIONS,,,,,,,,80
2517,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA RAFAEL HERRERA VEGAS,,,,,"PACHECO DE MELO, JOSE ANDRES 3081","PACHECO DE MELO, JOSE ANDRES",3081,RECOLETA,COMUNA 02,-34.584025398379424,-58.405953567561596,(011) 4805-3415,ACABIBLIO@BIBLIOTECA.ANM.EDU.AR,HTTP://WWW.BIBLIOTECA.ANM.EDU.AR,,,,CAICYT,,,,,0
2518,ESPACIO DE EXHIBICION,GALERIA DE ARTE,GALERIA ABATE,,,,,BOLLINI 2170,BOLLINI,2170,RECOLETA,COMUNA 02,-34.587164999999999,-58.404026399999999,4804-8247,,WWW.ABATEGALERIA.COM,https://www.facebook.com/AbateGaleria,,,,,,,,0
2519,LIBRERIA,,CULTURA LIBROS,,,,,LAS HERAS GENERAL AV. 3000,LAS HERAS GENERAL AV.,3000,RECOLETA,COMUNA 02,-34.583561000000003,-58.403916400000000,,,,,,,,,,,,0
2520,ESPACIO DE EXHIBICION,MUSEO,FUNDACION NICOLAS GARCIA URIBURU (MUSEO DE ARTE PRECOLOMBINO),,,,,BOLLINI 2260,BOLLINI,2260,RECOLETA,COMUNA 02,-34.586322894718748,-58.403179512712370,4806-3793,INFO@FUNDACIONUG.ORG.AR,WWW.FUNDACIONGU.ORG.AR,,,,,,,,,0
2521,ESPACIO ESCENICO,CLUB DE MUSICA EN VIVO,BAR CAFE LA DAMA DE BOLLINI,SALA DE TEATRO,,,,BOLLINI 2281,BOLLINI,2281,RECOLETA,COMUNA 02,-34.586198025915479,-58.402974607271929,4805-6399,,WWW.LADAMA.SGB.NET,,,,,,,,,0
2522,LIBRERIA,,LEONARDO LERNER,,,,,LAS HERAS GENERAL AV. 2900,LAS HERAS GENERAL AV.,2900,RECOLETA,COMUNA 02,-34.583547341922447,-58.402157719928894,,,,,,,,,,,,0
2523,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DR. JUAN CARLOS FAUVETY,,,,,LAS HERAS GENERAL AV. 2900,LAS HERAS GENERAL AV.,2900,RECOLETA,COMUNA 02,-34.583547341922447,-58.402157719928894,4808-8200 INT. 8483,MDUGUID@CEMIC.EDU.AR,WWW.CEMIC.EDU.AR,,,,AMICUS,,,,,0
2524,LIBRERIA,,MARIA ROSA SPOTORNO LIBROS,,,,,AUSTRIA 2373,AUSTRIA,2373,RECOLETA,COMUNA 02,-34.586183163839010,-58.401433494506648,54-11-45143672,mrspotorno@gmail.com,s/d,,,,,,,,,0
2525,CENTRO CULTURAL,,SALDIAS POLO CULTURAL,,,,,San Pedro de Jujuy,San Pedro de Jujuy,,RECOLETA,COMUNA 02,-34.574365200000003,-58.400906999999997,,,-,https://www.facebook.com/saldiaspolocultural/,,,,,,,,0
2526,ESPACIO DE EXHIBICION,MUSEO,MUSEO NOTARIAL ARGENTINO,,,,,CALLAO AV. 1542,CALLAO AV.,1542,RECOLETA,COMUNA 02,-34.591318000000001,-58.391547799999998,4809-7000,MUSEONOTARIAL@COLEGIO-ESCRIBANOS.ORG.AR,WWW.MUSEONOTARIAL.ORG.AR,,,,,,,,,0
2527,LIBRERIA,,PANER,,,,,LAS HERAS GENERAL AV. 1938,LAS HERAS GENERAL AV.,1938,RECOLETA,COMUNA 02,-34.590702299999997,-58.393342500000003,,,,,,,,,,,,0
2528,LIBRERIA,,LIBERIA LAJOUANE S.R.L.,,,,,"PACHECO DE MELO, JOSE ANDRES 2036","PACHECO DE MELO, JOSE ANDRES",2036,RECOLETA,COMUNA 02,-34.590642510000002,-58.395324619999997,,,,,,,,,,,,0
2529,ESPACIO DE EXHIBICION,GALERIA DE ARTE,NAZLI KALAYCI. ART DEALER,,,,,LAS HERAS GENERAL AV. 2049,LAS HERAS GENERAL AV.,2049,RECOLETA,COMUNA 02,-34.589640240969956,-58.394370746084590,4803-2070,info@nkartdealer.com.ar,https://www.nkartdealer.com.ar/,https://www.facebook.com/NazliKalayciArtDealer/,,@nazlik.artdealer,,,,,,0
2530,LIBRERIA,,DISTAL,,,,,JUNIN 1725,JUNIN,1725,RECOLETA,COMUNA 02,-34.588994499999998,-58.392719000000000,(54 11) 5235-1574,junin1725@distalnet.com,https://www.distal-libros.com.ar/,,libros de todas las áreas,,,,,,,0
2531,LIBRERIA,,LIBRERIA DEL PLATA,,,,,GUIDO 1927,GUIDO,1927,RECOLETA,COMUNA 02,-34.588946700000001,-58.391204700000003,,,,,,,,,,,,0
2532,LIBRERIA,,LIBRERIA CUSPIDE,,,VICENTE LOPEZ,,"LOPEZ, VICENTE 2050","LOPEZ, VICENTE",2050,RECOLETA,COMUNA 02,-34.588922699999998,-58.393625900000004,,,,,,,,,,,,0
2533,LIBRERIA,,VICTOR AIZENMAN,,,,,LAS HERAS GENERAL AV. 2153,LAS HERAS GENERAL AV.,2153,RECOLETA,COMUNA 02,-34.588827637262192,-58.395379174544864,,,,,,,,,,,,0
2534,LIBRERIA,,DISTAL LIBROS,,,GUIDO,,GUIDO 1990,GUIDO,1990,RECOLETA,COMUNA 02,-34.588501999999998,-58.391882299999999,,,,,,,,,,,,0
2535,DISQUERIA,,JUAN ALBERTO COIFFEUR,,,,,GUIDO 1998,GUIDO,1998,RECOLETA,COMUNA 02,-34.588498800000004,-58.391885000000002,4801-0613,,,,,,,,,,,0
2536,LIBRERIA,,EUDEBA,,,,,LAS HERAS GENERAL AV. 2214,LAS HERAS GENERAL AV.,2214,RECOLETA,COMUNA 02,-34.588399199999998,-58.396195300000002,4805 - 5938,ingenieria@eudeba.com.ar,https://www.eudeba.com.ar/,,,,,,,,,0
2537,ESPACIO DE EXHIBICION,MUSEO,FACULTAD DE INGENIERIA,,,,,LAS HERAS GENERAL AV. 2214,LAS HERAS GENERAL AV.,2214,RECOLETA,COMUNA 02,-34.588399240071659,-58.396195284523273,4528-5034,MUSEO@FI.UBA.AR,,,,,,,,,,0
2538,LIBRERIA,,LIBRERIA NORTE,,,,,LAS HERAS GENERAL AV. 2225,LAS HERAS GENERAL AV.,2225,RECOLETA,COMUNA 02,-34.588228200000003,-58.396123500000002,,,,,,,,,,,,0
2539,BAR,NOTABLE,LA BIELA,,,,,QUINTANA. MANUEL. PRES. AV. 600,QUINTANA. MANUEL. PRES. AV.,600,RECOLETA,COMUNA 02,-34.587831500000000,-58.390760700000001,4804-4135 / 4804-0449,INFO@LABIELA.COM.AR,WWW.LABIELA.COM,https://www.facebook.com/La-Biela-409698429638390/?modal=admin_todo_tour,,@labielacafe,,,,,,0
2540,ESPACIO DE EXHIBICION,MUSEO,MUSEO ROCA INSTITUTO DE INVESTIGACIONES HISTORICAS,,,,,LOPEZ. VICENTE 2220,LOPEZ. VICENTE,2220,RECOLETA,COMUNA 02,-34.587591813038586,-58.395465703761808,4803-2798,INFO@MUSEOROCA.GOV.AR,HTTPS://MUSEOROCA.CULTURA.GOB.AR/,,,,,,,,,0
2541,MONUMENTOS Y LUGARES HISTORICOS,,CNEL. MANUEL DORREGO,,,,,JUNIN 1850,JUNIN,1850,RECOLETA,COMUNA 02,-34.587519999999998,-58.393430000000002,,,,,,,,,,,,0
2542,MONUMENTOS Y LUGARES HISTORICOS,,CNEL. JOSE DE OLAVARRIA,,,,,JUNIN 1850,JUNIN,1850,RECOLETA,COMUNA 02,-34.587519999999998,-58.393430000000002,,,,,,,,,,,,0
2543,SALA DE CINE,,CINE VILLAGE RECOLETA,,,,,VICENTE LOPEZ 2050,VICENTE LOPEZ,2050,RECOLETA,COMUNA 02,-34.588919400000002,-58.393628499999998,0810-810-2463,INFO@VILLAGE.COM.AR,WWW.VILLAGECINES.COM,https://www.facebook.com/cinepolisarg/,,,,,,,,1776
2544,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA JOSE A. NEGRI,,,,,CALLAO AV. 1542,CALLAO AV.,1542,RECOLETA,COMUNA 02,-34.591321255272874,-58.391545130224820,4801-1021 /1023 /1027 /1029 / 0088. INTS. 370 Y 372 FAX: 4807-1637,BIBNEGRI@COLEGIO-ESCRIBANOS.ORG.AR,WWW.COLEGIO-ESCRIBANOS.ORG.AR,,,,UNIRED,,,,,0
2545,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - INSTITUTO UNIVERSITARIO DE CIENCIAS DE LA SALUD. FUNDACION ''DR.HECTOR A. BARCELO'',,,,,LAS HERAS GENERAL AV. 2191,LAS HERAS GENERAL AV.,2191,RECOLETA,COMUNA 02,-34.588623621045571,-58.395632763548726,(011) 4805-2607 FAX (54.011) 4805-2607,BIBLIOTECACENTRAL@BARCELO.EDU.AR,WWW.BARCELO.EDU.AR/BIBLIOTECA.PHP,,,,RENICS,,,,,0
2546,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,CENTRO DE DOCUMENTACION DELEGACION DE LA COMISION EUROPEA EN LA REPUBLICA ARGENTINA,,,,,AYACUCHO 1537,AYACUCHO,1537,RECOLETA,COMUNA 02,-34.591467275182282,-58.393458610191800,4805-3759 FAX: 4801-1594,DELEGATION-ARGENTINA-DOCU@CEC.EU.INT,WWW.DELARG.CEC.EU.INT/ES/DELEGACION/DOCUMENTACION.HTM,,,,UNIRED,,,,,0
2547,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ROBERTO MARIO ARATA,,,,,GUIDO 1841,GUIDO,1841,RECOLETA,COMUNA 02,-34.589620462448238,-58.390376353911812,4804-4233/7743,UNINOTCF@INFOVIA.COM.AR,WWW.UNAV.EDU.AR,,,,AMICUS,,,,,0
2548,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA MARTIN VAZQUEZ VIGO,,,,,"PACHECO DE MELO, JOSE ANDRES 2034","PACHECO DE MELO, JOSE ANDRES",2034,RECOLETA,COMUNA 02,-34.590696115509999,-58.395261337693405,(54.011) 4805-1723 / 8075,BIBLIOTECA@MEDICOS-MUNICIPALES.ORG.AR SMILCEC@YAHOO.COM.AR,WWW.MEDMUN.ORG.AR,,,,RENICS,,,,,0
